,name,rating,review_count,type,how_old,hq,employees
9768,SHOW OFF RETAIL,3.7,(52 Reviews),"Delhi,NCT + 11 more",11-50 Employees (India),7 years old,11-50 Employees (India)
9769,Contizant Techno...,4.0,(52 Reviews),Private,5 years old,"Gurgaon/Gurugram,Haryana + 13 more",5 years old
9770,Gainwell CAT,4.2,(52 Reviews),Kolkata + 14 more,,501-1k Employees (India),
9771,Bharat Stars Ser...,3.5,(52 Reviews),Private,16 years old,Noida + 9 more,16 years old
9772,Pandit Ventures,4.2,(52 Reviews),Private,20 years old,"Ahmedabad,Gujarat",20 years old
9773,Yashaswi Academy...,3.9,(52 Reviews),Private,39 years old,Pune + 16 more,39 years old
9774,Finwizard Techno...,3.6,(52 Reviews),Private,8 years old,"Bangalore/Bengaluru,Karnataka + 10 more",8 years old
9775,Maharashtra Stat...,4.0,(52 Reviews),Mumbai + 5 more,10k-50k Employees (Global),18 years old,10k-50k Employees (Global)
9776,Coditas Technolo...,3.7,(52 Reviews),LLC,9 years old,Pune,9 years old
9777,DUNZO DIGITAL,4.0,(52 Reviews),"Bangalore,Karnataka + 8 more",,1k-5k Employees (India),
9778,JUNIPER GREEN EN...,4.1,(52 Reviews),"Delhi,NCT + 4 more",51-200 Employees (India),5 years old,51-200 Employees (India)
9779,Ashv Finance,4.5,(52 Reviews),Mumbai + 19 more,,51-200 Employees (India),
9780,PhableCare,3.0,(52 Reviews),"Bangalore,Karnataka + 2 more",51-200 Employees (India),6 years old,51-200 Employees (India)
9781,Supremology Soft...,4.8,(52 Reviews),Private,7 years old,"Bangalore/Bengaluru,Karnataka",7 years old
9782,MyTeam11,4.6,(52 Reviews),"Jaipur,Rajasthan",201-500 Employees (India),7 years old,201-500 Employees (India)
9783,KreditBee,4.0,(52 Reviews),"Bangalore,Karnataka + 6 more",501-1k Employees (India),5 years old,501-1k Employees (India)
9784,Esmob Technologi...,4.6,(52 Reviews),Hyderabad/Secunderabad + 1 more,,201-500 Employees (India),
9785,Qcon-Qatar Engin...,4.2,(52 Reviews),Mumbai + 3 more,,501-1k Employees (India),
9786,Qin1,3.8,(52 Reviews),"Noida,Uttar Pradesh + 4 more",51-200 Employees (India),4 years old,51-200 Employees (India)
9787,Learnbay,4.8,(52 Reviews),,,,
9788,Bijlipay,4.1,(52 Reviews),Chennai + 18 more,51-200 Employees (India),11 years old,51-200 Employees (India)
9789,Cellplan Technol...,3.3,(52 Reviews),Private,20 years old,Pune + 8 more,20 years old
9790,Anand Rathi Info...,3.6,(52 Reviews),Private,29 years old,Jodhpur + 1 more,29 years old
9791,Ravi Infrabuild ...,4.1,(52 Reviews),Private,14 years old,Udaipur + 8 more,14 years old
9792,Exemed Pharmaceu...,3.8,(52 Reviews),Vadodara + 2 more,51-200 Employees (India),14 years old,51-200 Employees (India)
9793,Java R & D,3.3,(52 Reviews),Private,15 years old,"Bhopal,Madhya Pradesh + 1 more",15 years old
9794,Forace Polymers,3.7,(52 Reviews),Private,43 years old,Haridwar,43 years old
9795,Sugar N Spice,3.7,(52 Reviews),Surat + 2 more,201-500 Employees (India),25 years old,201-500 Employees (India)
9796,IT Convergence,3.8,(52 Reviews),Private,13 years old,Irving,13 years old
9797,Global Payments,4.4,(52 Reviews),Private,56 years old,"Atlanta,Georgia + 6 more",56 years old
9798,TeamLease Servic...,4.1,(52 Reviews),Hyderabad/Secunderabad + 22 more,,5k-10k Employees (India),
9799,Ilensys Technolo...,4.3,(52 Reviews),Private,14 years old,Hyderabad,14 years old
9800,SMEC Automation,4.5,(86 Reviews),Private,22 years old,Cochin + 9 more,22 years old
9801,SynergyTop,4.6,(51 Reviews),Private,9 years old,"Indore,Madhya Pradesh + 1 more",9 years old
9802,St. Joseph's Col...,3.7,(51 Reviews),Private,141 years old,Bengaluru + 18 more,141 years old
9803,MResult Services,4.2,(51 Reviews),Private,19 years old,"Mystic,Connecticut + 2 more",19 years old
9804,Mawai Infotech,3.8,(51 Reviews),Private,25 years old,"Noida,Uttar Pradesh",25 years old
9805,VI-JOHN Group,4.2,(51 Reviews),Private,63 years old,Gurgaon + 17 more,63 years old
9806,Bevcon Wayors,3.5,(51 Reviews),Private,32 years old,Hyderabad,32 years old
9807,ProProfs,3.5,(51 Reviews),Private,13 years old,"San Francisco,California",13 years old
9808,Hyperlink Infosy...,4.6,(51 Reviews),Private,12 years old,"Ahmedabad,Gujarat",12 years old
9809,THE Gate Academy,3.6,(51 Reviews),Private,14 years old,"Bangalore,Karnataka + 9 more",14 years old
9810,Sara Sae India,2.9,(51 Reviews),Private,29 years old,"Chennai,Tamil Nadu + 4 more",29 years old
9811,Ginesys,3.5,(51 Reviews),Private,17 years old,"Gurgaon,Haryana + 4 more",17 years old
9812,Tricon Infotech,4.2,(51 Reviews),Private,26 years old,"Bangalore/Bengaluru,Karnataka + 2 more",26 years old
9813,Axis Mutual Fund,3.8,(51 Reviews),Public,14 years old,Mumbai + 16 more,14 years old
9814,Sigma Infosoluti...,3.5,(51 Reviews),Public,19 years old,Irvine + 5 more,19 years old
9815,Roto Power Proje...,3.9,(51 Reviews),Noida + 9 more,,38 years old,
9816,Premier,4.4,(51 Reviews),Public,79 years old,"San Francisco,California + 12 more",79 years old
9817,Nalanda Educatio...,3.4,(51 Reviews),Private,35 years old,"Vijayawada,Andhra Pradesh + 10 more",35 years old
9818,Kangaroo Kids Ed...,4.2,(51 Reviews),Public,30 years old,Mumbai + 11 more,30 years old
9819,Best Western,4.3,(51 Reviews),Private,77 years old,Phoenix + 15 more,77 years old
9820,Schenck Process ...,4.2,(51 Reviews),Private,142 years old,Darmstadt + 6 more,142 years old
9821,Gimatex Industri...,4.2,(51 Reviews),Private,30 years old,Mumbai + 6 more,30 years old
9822,Life Style Foods,4.6,(51 Reviews),Private,17 years old,Delhi + 5 more,17 years old
9823,Aqua Group,4.2,(51 Reviews),Private,67 years old,Coimbatore + 6 more,67 years old
9824,Thriveni Sainik ...,4.0,(51 Reviews),Private,8 years old,Hazaribagh + 5 more,8 years old
9825,Reserve Bank Inf...,3.3,(51 Reviews),Private,7 years old,"Navi Mumbai,Maharashtra + 2 more",7 years old
9826,ADNOC Drilling,4.0,(51 Reviews),"Abu Dhabi,Abu Dhabi + 2 more",1-10 Employees (India),51 years old,1-10 Employees (India)
9827,Mahendrada Softt...,4.7,(51 Reviews),Hyderabad/Secunderabad + 1 more,,51-200 Employees (India),
9828,efficiently,3.0,(51 Reviews),Hyderabad/Secunderabad + 1 more,,,
9829,Ministry Of Educ...,4.7,(51 Reviews),Malé + 3 more,,,
9830,SHR Lifestyles,4.2,(51 Reviews),"Delhi,NCT + 4 more",51-200 Employees (India),14 years old,51-200 Employees (India)
9831,Kranti Industrie...,3.7,(51 Reviews),Private,42 years old,"Pune,Maharashtra + 2 more",42 years old
9832,Samsara Shipping,4.1,(51 Reviews),Private,27 years old,"Mumbai,Maharashtra + 14 more",27 years old
9833,Lotus Valley Int...,3.3,(51 Reviews),Private,19 years old,"Noida,Uttar Pradesh + 5 more",19 years old
9834,Bray Controls,3.6,(51 Reviews),Private,37 years old,Houston + 3 more,37 years old
9835,Pritam Internati...,3.5,(51 Reviews),Private,23 years old,New Delhi + 9 more,23 years old
9836,Manugraph India,4.2,(51 Reviews),Public,51 years old,"Mumbai,Maharashtra + 5 more",51 years old
9837,Ratnamani Health...,4.0,(51 Reviews),Ahmedabad + 2 more,201-500 Employees (India),12 years old,201-500 Employees (India)
9838,Searce Logistics...,4.0,(51 Reviews),Private,19 years old,Houston + 1 more,19 years old
9839,KW Group,3.6,(51 Reviews),Private,13 years old,Petaling Jaya + 2 more,13 years old
9840,Tribeca Care,4.5,(51 Reviews),Private,10 years old,Kolkata,10 years old
9841,Konkan Railway C...,4.2,(51 Reviews),Private,52 years old,Navi Mumbai + 10 more,52 years old
9842,Bhartiya City De...,3.6,(51 Reviews),Bengaluru + 2 more,201-500 Employees (India),36 years old,201-500 Employees (India)
9843,MM Infotech,3.4,(51 Reviews),Ahmedabad + 2 more,,,
9844,Nido Machineries,4.1,(51 Reviews),Private,13 years old,"Mumbai,Maharashtra + 4 more",13 years old
9845,Vishal Infrastru...,3.7,(51 Reviews),Public,33 years old,Bengaluru + 14 more,33 years old
9846,PMC,3.9,(51 Reviews),Private,39 years old,Mumbai + 20 more,39 years old
9847,Mumbai Port Trus...,3.8,(51 Reviews),Private,150 years old,Mumbai + 1 more,150 years old
9848,Lacoste,4.4,(51 Reviews),Public,90 years old,Paris + 12 more,90 years old
9849,anovIP,3.7,(51 Reviews),Private,201-500 Employees (India),New Delhi,201-500 Employees (India)
9850,Swan Solutions &...,4.1,(51 Reviews),Private,34 years old,"Mumbai,Maharashtra + 4 more",34 years old
9851,Tele Access E-se...,3.7,(51 Reviews),Mumbai,51-200 Employees (India),28 years old,51-200 Employees (India)
9852,Kanchan Metals,4.0,(51 Reviews),Kolkata + 4 more,51-200 Employees (India),39 years old,51-200 Employees (India)
9853,Ms Global India ...,4.2,(51 Reviews),Chennai + 1 more,201-500 Employees (India),12 years old,201-500 Employees (India)
9854,Dayco Power Tran...,3.9,(51 Reviews),Private,118 years old,Troy,118 years old
9855,Salcomp,3.8,(51 Reviews),Chennai + 2 more,,5k-10k Employees (India),
9856,Contract Resourc...,4.4,(51 Reviews),Private,34 years old,Lonsdale + 3 more,34 years old
9857,Nineleaps Techno...,3.8,(51 Reviews),Private,9 years old,"Bangalore/Bengaluru,Karnataka",9 years old
9858,GIC Housing Fina...,3.7,(51 Reviews),Public,34 years old,Mumbai + 18 more,34 years old
9859,Consern Pharma,4.6,(51 Reviews),Ludhiana + 7 more,51-200 Employees (India),27 years old,51-200 Employees (India)
9860,Stellar Group,3.8,(51 Reviews),Private,27 years old,Noida + 6 more,27 years old
9861,LNV Technology,3.9,(51 Reviews),Private,22 years old,"Chennai,Tamil Nadu + 7 more",22 years old
9862,Provab Technosof...,3.4,(51 Reviews),Private,20 years old,"Bangalore/Bengaluru,Karnataka",20 years old
9863,Public School,3.9,(51 Reviews),New York + 28 more,11-50 Employees (India),15 years old,11-50 Employees (India)
9864,Sai Construction,4.0,(51 Reviews),Private,28 years old,Gurgaon + 17 more,28 years old
9865,Denasa Buildcon,3.9,(51 Reviews),Private,9 years old,"Pune,Maharashtra + 6 more",9 years old
9866,Universal Constr...,3.3,(51 Reviews),Public,49 years old,Pune + 9 more,49 years old
9867,Dey's Medical,3.9,(51 Reviews),Public,37 years old,Kolkata + 11 more,37 years old
9868,Acharya Institut...,2.9,(51 Reviews),Private,33 years old,Bengaluru + 5 more,33 years old
9869,Chryso,4.0,(51 Reviews),"Navi Mumbai,Maharashtra + 9 more",51-200 Employees (India),81 years old,51-200 Employees (India)
9870,Chopra Industrie...,3.6,(51 Reviews),Private,13 years old,Ludhiana + 11 more,13 years old
9871,Almajal Alarabi ...,4.0,(51 Reviews),Private,33 years old,Riyadh + 7 more,33 years old
9872,Oman Drydock,4.0,(51 Reviews),Private,17 years old,Muscat + 4 more,17 years old
9873,Tamimi Global,3.3,(51 Reviews),Public,46 years old,Dammam + 7 more,46 years old
9874,HOV Services,3.8,(51 Reviews),Public,34 years old,Pune + 3 more,34 years old
9875,Universal Constr...,3.3,(51 Reviews),Public,49 years old,Pune + 9 more,49 years old
9876,Life Style Foods,4.6,(51 Reviews),Private,17 years old,Delhi + 5 more,17 years old
9877,Roto Power Proje...,3.9,(51 Reviews),Noida + 9 more,,38 years old,
9878,Public School,3.9,(51 Reviews),New York + 28 more,11-50 Employees (India),15 years old,11-50 Employees (India)
9879,Stellar Group,3.8,(51 Reviews),Private,27 years old,Noida + 6 more,27 years old
9880,Consern Pharma,4.6,(51 Reviews),Ludhiana + 7 more,51-200 Employees (India),27 years old,51-200 Employees (India)
9881,LNV Technology,3.9,(51 Reviews),Private,22 years old,"Chennai,Tamil Nadu + 7 more",22 years old
9882,Premier,4.4,(51 Reviews),Public,79 years old,"San Francisco,California + 12 more",79 years old
9883,Denasa Buildcon,3.9,(51 Reviews),Private,9 years old,"Pune,Maharashtra + 6 more",9 years old
9884,Bray Controls,3.6,(51 Reviews),Private,37 years old,Houston + 3 more,37 years old
9885,Sayaji Industrie...,4.2,(51 Reviews),Public,82 years old,"Ahmedabad,Gujarat + 3 more",82 years old
9886,VI-JOHN Group,4.2,(51 Reviews),Private,63 years old,Gurgaon + 17 more,63 years old
9887,Konkan Railway C...,4.2,(51 Reviews),Private,52 years old,Navi Mumbai + 10 more,52 years old
9888,Bhartiya City De...,3.6,(51 Reviews),Bengaluru + 2 more,201-500 Employees (India),36 years old,201-500 Employees (India)
9889,MM Infotech,3.4,(51 Reviews),Ahmedabad + 2 more,,,
9890,Nido Machineries,4.1,(51 Reviews),Private,13 years old,"Mumbai,Maharashtra + 4 more",13 years old
9891,Samsara Shipping,4.1,(51 Reviews),Private,27 years old,"Mumbai,Maharashtra + 14 more",27 years old
9892,White Shrub,4.3,(51 Reviews),New Delhi + 1 more,,51-200 Employees (India),
9893,Privi Life Scien...,3.9,(51 Reviews),Private,14 years old,"Navi Mumbai,Maharashtra + 9 more",14 years old
9894,Nyk Auto Logisti...,4.0,(51 Reviews),Mumbai + 10 more,,11-50 Employees (India),
9895,Pacific It Consu...,4.1,(51 Reviews),Noida + 8 more,11-50 Employees (India),31 years old,11-50 Employees (India)
9896,Olive Healthcare,3.8,(51 Reviews),Private,44 years old,Mumbai + 7 more,44 years old
9897,Pritam Internati...,3.5,(51 Reviews),Private,23 years old,New Delhi + 9 more,23 years old
9898,Appsquadz Softwa...,3.7,(51 Reviews),Private,9 years old,"Noida,Uttar Pradesh",9 years old
9899,Htl Aircon,4.1,(51 Reviews),Private,27 years old,"Mumbai,Maharashtra + 7 more",27 years old
9900,Maverix Platform...,3.9,(51 Reviews),Private,8 years old,"Mumbai,Maharashtra + 6 more",8 years old
9901,CNK & Associates,4.1,(51 Reviews),LLP,21 years old,Mumbai + 4 more,21 years old
9902,Rajesh Kumar & A...,4.1,(51 Reviews),Ghaziabad + 18 more,11-50 Employees (Global),14 years old,11-50 Employees (Global)
9903,MENTORS EDUSERV,3.6,(51 Reviews),Private,11 years old,"Patna,Bihar",11 years old
9904,Autosense,3.3,(51 Reviews),Private,7 years old,Bengaluru,7 years old
9905,Alliance Group,3.8,(51 Reviews),Private,19 years old,Chennai + 4 more,19 years old
9906,NSHM Knowledge C...,2.9,(51 Reviews),Private,27 years old,Kolkata + 1 more,27 years old
9907,Acelerar Technol...,4.3,(51 Reviews),Private,13 years old,"Noida,Uttar Pradesh",13 years old
9908,Solas Marine Ser...,3.6,(51 Reviews),Private,35 years old,Dubai + 8 more,35 years old
9909,LandCraft Develo...,4.0,(51 Reviews),Private,16 years old,"Ghaziabad,Uttar Pradesh",16 years old
9910,Web Werks,2.9,(51 Reviews),Private,27 years old,"Mumbai,Maharashtra + 3 more",27 years old
9911,Ayurvet,4.0,(51 Reviews),Private,31 years old,"Ghaziabad,Uttar Pradesh + 15 more",31 years old
9912,Commerce Pundit,4.1,(51 Reviews),Private,14 years old,"2675 Breckinridge Blvd,Suite 250,Duluth GA + 1 more",14 years old
9913,D.P.Jindal Group,4.3,(51 Reviews),Gurgaon + 7 more,1k-5k Employees (India),71 years old,1k-5k Employees (India)
9914,White Shrub,4.3,(51 Reviews),New Delhi + 1 more,,51-200 Employees (India),
9915,Abdul Ali Al Ajm...,3.9,(51 Reviews),Riyadh + 4 more,1k-5k Employees (India),43 years old,1k-5k Employees (India)
9916,Nyk Auto Logisti...,4.0,(51 Reviews),Mumbai + 10 more,,11-50 Employees (India),
9917,Aga Khan Rural S...,3.8,(51 Reviews),Private,41 years old,Ahmedabad + 12 more,41 years old
9918,Genus Innovation,3.7,(51 Reviews),Jaipur + 9 more,201-500 Employees (India),25 years old,201-500 Employees (India)
9919,NIPL,3.8,(51 Reviews),Noida + 19 more,,18 years old,
9920,Goyal Brothers P...,2.6,(51 Reviews),Private,63 years old,Noida + 5 more,63 years old
9921,Privi Life Scien...,3.9,(51 Reviews),Private,14 years old,"Navi Mumbai,Maharashtra + 9 more",14 years old
9922,Pacific It Consu...,4.1,(51 Reviews),Noida + 8 more,11-50 Employees (India),31 years old,11-50 Employees (India)
9923,Olive Healthcare,3.8,(51 Reviews),Private,44 years old,Mumbai + 7 more,44 years old
9924,Synchroserve Glo...,3.7,(51 Reviews),Private,15 years old,"Hyderabad/Secunderabad,Telangana + 9 more",15 years old
9925,Supreme Court of...,4.8,(51 Reviews),Private,73 years old,New Delhi + 2 more,73 years old
9926,Total Logistics,4.3,(51 Reviews),Private,25 years old,Mumbai + 19 more,25 years old
9927,CoreEL Technolog...,3.8,(51 Reviews),Private,24 years old,"Bangalore/Bengaluru,Karnataka + 5 more",24 years old
9928,D.P.Jindal Group,4.3,(51 Reviews),Gurgaon + 7 more,1k-5k Employees (India),71 years old,1k-5k Employees (India)
9929,Abdul Ali Al Ajm...,3.9,(51 Reviews),Riyadh + 4 more,1k-5k Employees (India),43 years old,1k-5k Employees (India)
9930,Swan Solutions &...,4.1,(51 Reviews),Private,34 years old,"Mumbai,Maharashtra + 4 more",34 years old
9931,Tele Access E-se...,3.7,(51 Reviews),Mumbai,51-200 Employees (India),28 years old,51-200 Employees (India)
9932,Kanchan Metals,4.0,(51 Reviews),Kolkata + 4 more,51-200 Employees (India),39 years old,51-200 Employees (India)
9933,MENTORS EDUSERV,3.6,(51 Reviews),Private,11 years old,"Patna,Bihar",11 years old
9934,Autosense,3.3,(51 Reviews),Private,7 years old,Bengaluru,7 years old
9935,Htl Aircon,4.1,(51 Reviews),Private,27 years old,"Mumbai,Maharashtra + 7 more",27 years old
9936,Maire Tecnimont,4.1,(51 Reviews),Private,18 years old,Milan + 2 more,18 years old
9937,Aga Khan Rural S...,3.8,(51 Reviews),Private,41 years old,Ahmedabad + 12 more,41 years old
9938,Genus Innovation,3.7,(51 Reviews),Jaipur + 9 more,201-500 Employees (India),25 years old,201-500 Employees (India)
9939,NIPL,3.8,(51 Reviews),Noida + 19 more,,18 years old,
9940,Goyal Brothers P...,2.6,(51 Reviews),Private,63 years old,Noida + 5 more,63 years old
9941,Lakshmi Electric...,3.8,(51 Reviews),Public,42 years old,Coimbatore + 1 more,42 years old
9942,Magnum,3.3,(51 Reviews),Public,30 years old,Bhopal + 12 more,30 years old
9943,The Global Green...,4.1,(51 Reviews),Private,30 years old,"Bangalore/Bengaluru,Karnataka + 4 more",30 years old
9944,Synchroserve Glo...,3.7,(51 Reviews),Private,15 years old,"Hyderabad/Secunderabad,Telangana + 9 more",15 years old
9945,Searce Logistics...,4.0,(51 Reviews),Private,19 years old,Houston + 1 more,19 years old
9946,KW Group,3.6,(51 Reviews),Private,13 years old,Petaling Jaya + 2 more,13 years old
9947,Maverix Platform...,3.9,(51 Reviews),Private,8 years old,"Mumbai,Maharashtra + 6 more",8 years old
9948,MResult Services,4.2,(51 Reviews),Private,19 years old,"Mystic,Connecticut + 2 more",19 years old
9949,OASYS Tech Solut...,3.6,(51 Reviews),Private,11 years old,Bhubaneswar,11 years old
9950,Kangaroo Kids Ed...,4.2,(51 Reviews),Public,30 years old,Mumbai + 11 more,30 years old
9951,Lacoste,4.4,(51 Reviews),Public,90 years old,Paris + 12 more,90 years old
9952,anovIP,3.7,(51 Reviews),Private,201-500 Employees (India),New Delhi,201-500 Employees (India)
9953,Bevcon Wayors,3.5,(51 Reviews),Private,32 years old,Hyderabad,32 years old
9954,Web Werks,2.9,(51 Reviews),Private,27 years old,"Mumbai,Maharashtra + 3 more",27 years old
9955,Hindustan Dorr O...,3.0,(51 Reviews),Private,49 years old,"Mumbai,Maharashtra + 5 more",49 years old
9956,Sigma Infosoluti...,3.5,(51 Reviews),Public,19 years old,Irvine + 5 more,19 years old
9957,Total Logistics,4.3,(51 Reviews),Private,25 years old,Mumbai + 19 more,25 years old
9958,MIPL,3.9,(51 Reviews),Private,20 years old,"Bangalore/Bengaluru,Karnataka + 16 more",20 years old
9959,Nalanda Educatio...,3.4,(51 Reviews),Private,35 years old,"Vijayawada,Andhra Pradesh + 10 more",35 years old
9960,Supreme Court of...,4.8,(51 Reviews),Private,73 years old,New Delhi + 2 more,73 years old
9961,St. Joseph's Col...,3.7,(51 Reviews),Private,141 years old,Bengaluru + 18 more,141 years old
9962,Hi Tech Projects,4.2,(51 Reviews),Private,27 years old,"Ahmedabad,Gujarat + 1 more",27 years old
9963,Tricon Infotech,4.2,(51 Reviews),Private,26 years old,"Bangalore/Bengaluru,Karnataka + 2 more",26 years old
